bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
EX_acgal1p_e	N-Acetyl-D-galactosamine 1-phosphate exchange	acgal1p_e <-> 	iAPECO1_1312; iB21_1397; iBWG_1329; iECDH1ME8569_1439; iECD_1391; iE2348C_1286; iEC042_1314; iEcDH1_1363; iSF_1195; iECABU_c1320; iAF1260; iECB_1328; iJO1366; iPC815; ic_1306; iECBD_1354; iEC55989_1330; iYS1720; iECIAI1_1343; iECNA114_1301; iEcolC_1368; iECIAI39_1322; iECP_1309; iECED1_1282; iECO111_1330; iECDH10B_1368; iEcHS_1320; iECO103_1326; iECS88_1305; iECOK1_1307; iEcE24377_1341; iECO26_1355; iECH74115_1262; iECs_1301; iAF1260b; iUTI89_1310; iZ_1308; iY75_1357; iUMNK88_1353; iYL1228; iML1515; iWFL_1372; STM_v1_0; iEC1349_Crooks; iEC1368_DH5a; iEC1356_Bl21DE3; iEC1372_W3110; iEC1364_W; iEC1344_C; iECUMN_1333; iS_1188; iECSE_1348; iUMN146_1321; iEcSMS35_1347; iSBO_1134; iLF82_1304; iSSON_1240; iECSP_1301; iSFV_1184; iG2583_1286; iEKO11_1354; iECSF_1327; iNRG857_1313; iETEC_1333; iSDY_1059; iSFxv_1172; iSbBS512_1146; iECW_1372	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95234; SEED Reaction: http://identifiers.org/seed.reaction/rxn08036	EX_acgal1p_LPAREN_e_RPAREN_; EX_acgal1p_e
EX_acgam_e	N-Acetyl-D-glucosamine exchange	acgam_e <-> 	iECSP_1301; iLF82_1304; iECSF_1327; iSbBS512_1146; iUMN146_1321; iETEC_1333; iSSON_1240; iSFxv_1172; iSBO_1134; iECW_1372; iECSE_1348; iECUMN_1333; iEcSMS35_1347; iEKO11_1354; iSFV_1184; iSDY_1059; iG2583_1286; iS_1188; iNRG857_1313; iECIAI39_1322; iECs_1301; iECP_1309; iECH74115_1262; iECIAI1_1343; iECED1_1282; iECO111_1330; iECNA114_1301; iECO26_1355; iEcHS_1320; iECDH10B_1368; iEcE24377_1341; iECOK1_1307; iECO103_1326; iECS88_1305; iEcolC_1368; ic_1306; iB21_1397; iECABU_c1320; iBWG_1329; iJO1366; iSB619; iECDH1ME8569_1439; iAF1260; iPC815; iEC55989_1330; iAPECO1_1312; iECB_1328; iEcDH1_1363; iECD_1391; iEC042_1314; iECBD_1354; iE2348C_1286; iSF_1195; iYS1720; iEC1364_W; iCHOv1_DG44; iAM_Pk459; iYS854; iEC1372_W3110; iAM_Pf480; iEC1368_DH5a; iEC1344_C; Recon3D; iAM_Pv461; iAM_Pb448; iEC1349_Crooks; iCN718; iAM_Pc455; iCN900; iEC1356_Bl21DE3; iWFL_1372; iAF1260b; RECON1; iUMNK88_1353; iMM1415; iUTI89_1310; iML1515; iJR904; iYL1228; STM_v1_0; iYO844; iZ_1308; iCHOv1; iY75_1357; iNF517	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95252; SEED Reaction: http://identifiers.org/seed.reaction/rxn08042	EX_acgam[e]; EX_acgam_LPAREN_e_RPAREN_; EX_acgam_e; EX_acgam_e_
EX_acmana_e	N-Acetyl-D-mannosamine exchange	acmana_e <-> 	iYS1720; iSbBS512_1146; iEcSMS35_1347; iLF82_1304; iSSON_1240; iNRG857_1313; iETEC_1333; iSFV_1184; iEKO11_1354; iUMN146_1321; iECW_1372; iECUMN_1333; iSDY_1059; iG2583_1286; iECSF_1327; iECSP_1301; iS_1188; iSBO_1134; iECSE_1348; iSFxv_1172; STM_v1_0; iNF517; iCHOv1; iYO844; iWFL_1372; iUMNK88_1353; iZ_1308; iML1515; iAF1260b; iJR904; iY75_1357; iYL1228; iUTI89_1310; ic_1306; iECB_1328; iECD_1391; iEcDH1_1363; iSF_1195; iB21_1397; iECBD_1354; iBWG_1329; iECDH1ME8569_1439; iEC55989_1330; iEC042_1314; iAPECO1_1312; iAF1260; iJO1366; iPC815; iE2348C_1286; iECABU_c1320; iEC1372_W3110; iEC1344_C; iEC1368_DH5a; iEC1349_Crooks; iEC1364_W; Recon3D; iEC1356_Bl21DE3; iYS854; iCHOv1_DG44; iCN718; iECNA114_1301; iECH74115_1262; iECDH10B_1368; iEcolC_1368; iEcE24377_1341; iECS88_1305; iECIAI39_1322; iECO103_1326; iECs_1301; iECP_1309; iECED1_1282; iEcHS_1320; iECO111_1330; iECIAI1_1343; iECOK1_1307; iECO26_1355	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95277; SEED Reaction: http://identifiers.org/seed.reaction/rxn08047	EX_acmana[e]; EX_acmana_LPAREN_e_RPAREN_; EX_acmana_e; EX_acmana_e_
EX_ade_e	Adenine exchange	ade_e <-> 	iYS1720; iSFV_1184; iECUMN_1333; iECSF_1327; iEcSMS35_1347; iECSE_1348; iS_1188; iEKO11_1354; iECW_1372; iECSP_1301; iSFxv_1172; iUMN146_1321; iLF82_1304; iNRG857_1313; iETEC_1333; iG2583_1286; iSBO_1134; iSbBS512_1146; iSDY_1059; iSSON_1240; iAT_PLT_636; iUTI89_1310; STM_v1_0; iCHOv1; iYO844; iYL1228; iAF1260b; iZ_1308; iJR904; RECON1; iY75_1357; iMM1415; iAB_RBC_283; iML1515; iNF517; iWFL_1372; iRC1080; iUMNK88_1353; iJO1366; iSF_1195; ic_1306; iECB_1328; iAPECO1_1312; iECABU_c1320; iEC042_1314; iPC815; iBWG_1329; iE2348C_1286; iB21_1397; iECBD_1354; iND750; iECDH1ME8569_1439; iEcDH1_1363; iEC55989_1330; iECD_1391; iIT341; iAF1260; iMM904; iEC1364_W; iAM_Pc455; iAM_Pv461; iAM_Pf480; iEC1372_W3110; iAM_Pb448; Recon3D; iEC1349_Crooks; iEC1356_Bl21DE3; iAM_Pk459; iCHOv1_DG44; iEC1368_DH5a; iEC1344_C; iJN1463; iECH74115_1262; iECIAI1_1343; iECOK1_1307; iECDH10B_1368; iEcolC_1368; iECO26_1355; iEcE24377_1341; iECP_1309; iECs_1301; iECNA114_1301; iEcHS_1320; iECO103_1326; iECS88_1305; iECIAI39_1322; iECED1_1282; iECO111_1330	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-577; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95445; SEED Reaction: http://identifiers.org/seed.reaction/rxn08065; SEED Reaction: http://identifiers.org/seed.reaction/rxn09786; SEED Reaction: http://identifiers.org/seed.reaction/rxn10918	EX_ade[e]; EX_ade_LPAREN_e_RPAREN_; EX_ade_e; EX_ade_e_
EX_adn_e	Adenosine exchange	adn_e <-> 	iECNA114_1301; iECH74115_1262; iECOK1_1307; iECP_1309; iECDH10B_1368; iECIAI39_1322; iEcE24377_1341; iECO26_1355; iECED1_1282; iEcolC_1368; iECS88_1305; iECO111_1330; iECO103_1326; iECIAI1_1343; iECs_1301; iEcHS_1320; iJR904; iZ_1308; iMM1415; iML1515; iUTI89_1310; STM_v1_0; iWFL_1372; iYL1228; RECON1; iAB_RBC_283; iAT_PLT_636; iUMNK88_1353; iCHOv1; iAF1260b; iYO844; iY75_1357; iYS1720; iSSON_1240; iEKO11_1354; iG2583_1286; iLF82_1304; iETEC_1333; iECSF_1327; iSDY_1059; iSBO_1134; iSbBS512_1146; iECW_1372; iSFV_1184; iSFxv_1172; iUMN146_1321; iECSP_1301; iS_1188; iEcSMS35_1347; iECUMN_1333; iECSE_1348; iNRG857_1313; Recon3D; iAM_Pk459; iEC1364_W; iJN1463; iCN718; iAM_Pc455; iAM_Pv461; iEC1344_C; iAM_Pf480; iEC1368_DH5a; iCHOv1_DG44; iCN900; iEC1372_W3110; iAM_Pb448; iEC1349_Crooks; iEC1356_Bl21DE3; iYS854; iJO1366; ic_1306; iMM904; iECABU_c1320; iIT341; iECD_1391; iE2348C_1286; iEC042_1314; iSB619; iAF1260; iAPECO1_1312; iPC815; iECDH1ME8569_1439; iND750; iSF_1195; iEC55989_1330; iECBD_1354; iEcDH1_1363; iECB_1328; iBWG_1329; iB21_1397	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95460; SEED Reaction: http://identifiers.org/seed.reaction/rxn08069; SEED Reaction: http://identifiers.org/seed.reaction/rxn11000	EX_adn[e]; EX_adn_LPAREN_e_RPAREN_; EX_adn_e; EX_adn_e_
EX_ag_e	Silver exchange	ag_e <-> 	iECSP_1301; iEcSMS35_1347; iECSE_1348; iSFxv_1172; iECW_1372; iSFV_1184; iSBO_1134; iSSON_1240; iNRG857_1313; iECSF_1327; iSbBS512_1146; iG2583_1286; iLF82_1304; iUMN146_1321; iEKO11_1354; iSDY_1059; iS_1188; iECUMN_1333; iETEC_1333; iECNA114_1301; iECO103_1326; iECO26_1355; iECS88_1305; iECIAI39_1322; iECP_1309; iEcolC_1368; iEcHS_1320; iEcE24377_1341; iECO111_1330; iECs_1301; iECOK1_1307; iECIAI1_1343; iECED1_1282; iECDH10B_1368; iECH74115_1262; iEcDH1_1363; iEC55989_1330; iB21_1397; iAF1260; iECB_1328; iSF_1195; ic_1306; iECBD_1354; iEC042_1314; iJO1366; iECABU_c1320; iECDH1ME8569_1439; iECD_1391; iBWG_1329; iAPECO1_1312; iE2348C_1286; iYS1720; iJN1463; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1368_DH5a; iEC1372_W3110; iEC1364_W; iEC1344_C; iUMNK88_1353; iY75_1357; iYL1228; iZ_1308; iUTI89_1310; iAF1260b; iML1515; STM_v1_0; iWFL_1372	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR142917	EX_ag_LPAREN_e_RPAREN_; EX_ag_e
EX_agm_e	Agmatine exchange	agm_e <-> 	STM_v1_0; iAF1260b; iWFL_1372; iZ_1308; iUTI89_1310; iML1515; iYL1228; iUMNK88_1353; iY75_1357; iECB_1328; iECABU_c1320; ic_1306; iB21_1397; iPC815; iBWG_1329; iJO1366; iE2348C_1286; iECD_1391; iEC55989_1330; iECDH1ME8569_1439; iEcDH1_1363; iEC042_1314; iAF1260; iAPECO1_1312; iSF_1195; iECBD_1354; iNRG857_1313; iUMN146_1321; iECW_1372; iETEC_1333; iS_1188; iSSON_1240; iECUMN_1333; iECSP_1301; iLF82_1304; iEKO11_1354; iSBO_1134; iG2583_1286; iECSF_1327; iEcSMS35_1347; iSDY_1059; iECSE_1348; iSFV_1184; iSFxv_1172; iSbBS512_1146; iECOK1_1307; iECDH10B_1368; iECs_1301; iECO103_1326; iECO111_1330; iECO26_1355; iECH74115_1262; iEcolC_1368; iECS88_1305; iEcE24377_1341; iECIAI39_1322; iECIAI1_1343; iECED1_1282; iEcHS_1320; iECP_1309; iECNA114_1301; iEC1356_Bl21DE3; iEC1344_C; iEC1372_W3110; iEC1364_W; iEC1368_DH5a; Recon3D; iJN1463; iEC1349_Crooks; iYS1720	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95556; SEED Reaction: http://identifiers.org/seed.reaction/rxn08082	EX_agm[e]; EX_agm_LPAREN_e_RPAREN_; EX_agm_e
EX_ala_B_e	Beta-Alanine exchange	ala_B_e <-> 	iECP_1309; iECs_1301; iECOK1_1307; iECH74115_1262; iEcE24377_1341; iECIAI39_1322; iECS88_1305; iEcHS_1320; iECO111_1330; iECDH10B_1368; iECIAI1_1343; iECNA114_1301; iECED1_1282; iEcolC_1368; iECO103_1326; iECO26_1355; iAF1260b; iCHOv1; STM_v1_0; iYL1228; RECON1; iML1515; iMM1415; iY75_1357; iUMNK88_1353; iWFL_1372; iUTI89_1310; iZ_1308; iYO844; iYS1720; iG2583_1286; iEcSMS35_1347; iSFV_1184; iECSF_1327; iECUMN_1333; iSBO_1134; iECSE_1348; iSbBS512_1146; iS_1188; iSFxv_1172; iUMN146_1321; iNRG857_1313; iSDY_1059; iECW_1372; iECSP_1301; iETEC_1333; iEKO11_1354; iLF82_1304; iSSON_1240; iEC1356_Bl21DE3; iEC1372_W3110; iJN1463; iEK1008; iEC1344_C; Recon3D; iCHOv1_DG44; iEC1349_Crooks; iEC1368_DH5a; iEC1364_W; iECB_1328; iEcDH1_1363; iAPECO1_1312; iAF1260; iSF_1195; iEC55989_1330; iECD_1391; iE2348C_1286; iJO1366; iPC815; iECDH1ME8569_1439; iBWG_1329; iB21_1397; iECBD_1354; ic_1306; iECABU_c1320; iNJ661; iEC042_1314	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95682; Reactome Reaction: http://identifiers.org/reactome/R-HSA-909765; Reactome Reaction: http://identifiers.org/reactome/R-RNO-909763; SEED Reaction: http://identifiers.org/seed.reaction/rxn08175	EX_ala_B; EX_ala_B[e]; EX_ala_B_LPAREN_e_RPAREN_; EX_ala_B_e; EX_ala_B_e_; EX_ala_DASH_B_LPAREN_e_RPAREN_; EX_ala__B_e
EX_alaala_e	D-Alanyl-D-alanine exchange	alaala_e <-> 	STM_v1_0; iYO844; iUMNK88_1353; iWFL_1372; iCHOv1; iHN637; iUTI89_1310; iYL1228; iY75_1357; iML1515; iZ_1308; iAF1260b; iBWG_1329; iEC042_1314; ic_1306; iJO1366; iEcDH1_1363; iECDH1ME8569_1439; iAPECO1_1312; iECABU_c1320; iECBD_1354; iAF1260; iEC55989_1330; iE2348C_1286; iECD_1391; iSF_1195; iECB_1328; iB21_1397; iPC815; iSFV_1184; iSBO_1134; iSFxv_1172; iSSON_1240; iEKO11_1354; iSDY_1059; iECSE_1348; iECW_1372; iSbBS512_1146; iUMN146_1321; iECSP_1301; iETEC_1333; iG2583_1286; iECUMN_1333; iECSF_1327; iEcSMS35_1347; iLF82_1304; iNRG857_1313; iS_1188; iECED1_1282; iEcHS_1320; iECOK1_1307; iECO26_1355; iEcolC_1368; iECDH10B_1368; iECIAI1_1343; iECs_1301; iECO103_1326; iECP_1309; iECH74115_1262; iECIAI39_1322; iEcE24377_1341; iECO111_1330; iECNA114_1301; iECS88_1305; iEC1344_C; iCHOv1_DG44; Recon3D; iEC1364_W; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1372_W3110; iEC1368_DH5a; iJN1463; iYS1720	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95679; SEED Reaction: http://identifiers.org/seed.reaction/rxn08099	EX_alaala(e); EX_alaala[e]; EX_alaala_LPAREN_e_RPAREN_; EX_alaala_e; EX_alaala_e_
EX_all__D_e	D-Allose exchange	all__D_e <-> 	iYS1720; iG2583_1286; iETEC_1333; iNRG857_1313; iSFxv_1172; iSBO_1134; iEcSMS35_1347; iSDY_1059; iSFV_1184; iLF82_1304; iECSF_1327; iECUMN_1333; iUMN146_1321; iSbBS512_1146; iECW_1372; iECSP_1301; iECSE_1348; iEKO11_1354; iSSON_1240; iS_1188; iZ_1308; STM_v1_0; iY75_1357; iUTI89_1310; iYL1228; iAF1260b; iML1515; iWFL_1372; iUMNK88_1353; iSF_1195; iPC815; iAF1260; ic_1306; iEcDH1_1363; iEC042_1314; iJO1366; iBWG_1329; iB21_1397; iECBD_1354; iEC55989_1330; iECDH1ME8569_1439; iECD_1391; iECB_1328; iAPECO1_1312; iE2348C_1286; iECABU_c1320; iEC1356_Bl21DE3; iYS854; iEC1364_W; iCN718; iEC1344_C; iEC1368_DH5a; iEC1349_Crooks; iEC1372_W3110; iECO103_1326; iECIAI1_1343; iECs_1301; iECS88_1305; iEcolC_1368; iECO26_1355; iECOK1_1307; iECED1_1282; iECO111_1330; iEcE24377_1341; iECH74115_1262; iECIAI39_1322; iECP_1309; iECDH10B_1368; iECNA114_1301; iEcHS_1320	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95776; SEED Reaction: http://identifiers.org/seed.reaction/rxn08115	EX_all_DASH_D_LPAREN_e_RPAREN_; EX_all_D_LPAREN_e_RPAREN_; EX_all_D_e; EX_all__D_e
EX_amp_e	AMP exchange	amp_e <-> 	iBWG_1329; iEcDH1_1363; iE2348C_1286; iAF1260; iJO1366; iEC55989_1330; iEC042_1314; iB21_1397; iECB_1328; iECD_1391; iECABU_c1320; iECDH1ME8569_1439; iPC815; iECBD_1354; iAPECO1_1312; iSF_1195; ic_1306; iYS1720; iECH74115_1262; iECDH10B_1368; iECIAI39_1322; iECED1_1282; iECP_1309; iECIAI1_1343; iEcHS_1320; iEcE24377_1341; iEcolC_1368; iECO103_1326; iECS88_1305; iECO111_1330; iECNA114_1301; iECO26_1355; iECs_1301; iECOK1_1307; iYL1228; iYO844; RECON1; iJR904; iAF1260b; iCHOv1; iMM1415; iZ_1308; iWFL_1372; iY75_1357; iUMNK88_1353; STM_v1_0; iUTI89_1310; iAT_PLT_636; iML1515; iEC1372_W3110; iEC1344_C; iEC1364_W; iAM_Pb448; iAM_Pc455; iAM_Pk459; iAM_Pf480; iAM_Pv461; Recon3D; iEC1368_DH5a; iEC1349_Crooks; iEC1356_Bl21DE3; iCHOv1_DG44; iNRG857_1313; iSFV_1184; iECSP_1301; iLF82_1304; iETEC_1333; iG2583_1286; iECUMN_1333; iUMN146_1321; iSBO_1134; iSFxv_1172; iSbBS512_1146; iECSF_1327; iECW_1372; iECSE_1348; iSSON_1240; iS_1188; iEcSMS35_1347; iEKO11_1354; iSDY_1059	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95830; SEED Reaction: http://identifiers.org/seed.reaction/rxn08134; SEED Reaction: http://identifiers.org/seed.reaction/rxn13227	EX_amp[e]; EX_amp_LPAREN_e_RPAREN_; EX_amp_e; EX_amp_e_
EX_anhgm_e	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange	anhgm_e <-> 	iSFxv_1172; iETEC_1333; iSSON_1240; iSbBS512_1146; iSDY_1059; iEcSMS35_1347; iECW_1372; iSBO_1134; iECSE_1348; iLF82_1304; iG2583_1286; iSFV_1184; iNRG857_1313; iEKO11_1354; iECUMN_1333; iUMN146_1321; iS_1188; iECSF_1327; iECSP_1301; iECIAI39_1322; iECS88_1305; iEcolC_1368; iECO26_1355; iECED1_1282; iECNA114_1301; iECIAI1_1343; iECP_1309; iEcHS_1320; iECH74115_1262; iEcE24377_1341; iECO111_1330; iECOK1_1307; iECO103_1326; iECs_1301; iAPECO1_1312; iB21_1397; iAF1260; iECDH1ME8569_1439; iEC55989_1330; iSF_1195; iECB_1328; iE2348C_1286; iECD_1391; iEC042_1314; iPC815; iECBD_1354; iBWG_1329; iECDH10B_1368; iEcDH1_1363; iECABU_c1320; iJO1366; ic_1306; iYS1720; iEC1364_W; iEC1356_Bl21DE3; iEC1372_W3110; iEC1368_DH5a; iEC1349_Crooks; iEC1344_C; iWFL_1372; iAF1260b; iYL1228; iY75_1357; iML1515; iUMNK88_1353; STM_v1_0; iUTI89_1310; iZ_1308	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95839; SEED Reaction: http://identifiers.org/seed.reaction/rxn08135	EX_anhgm_LPAREN_e_RPAREN_; EX_anhgm_e
EX_arab__L_e	L-Arabinose exchange	arab__L_e <-> 	iYO844; STM_v1_0; iUMNK88_1353; iY75_1357; iLJ478; iMM1415; iHN637; iZ_1308; iWFL_1372; iML1515; RECON1; iJR904; iYL1228; iAF1260b; iUTI89_1310; iCHOv1; iAF1260; iECD_1391; iND750; ic_1306; iECDH1ME8569_1439; iSF_1195; iE2348C_1286; iEC042_1314; iECBD_1354; iPC815; iBWG_1329; iMM904; iEcDH1_1363; iECABU_c1320; iNJ661; iAPECO1_1312; iJO1366; iB21_1397; iECB_1328; iEC55989_1330; iECUMN_1333; iSBO_1134; iSSON_1240; iNRG857_1313; iSbBS512_1146; iECSP_1301; iSFxv_1172; iEKO11_1354; iS_1188; iETEC_1333; iECSF_1327; iECW_1372; iUMN146_1321; iEcSMS35_1347; iLF82_1304; iSDY_1059; iSFV_1184; iECSE_1348; iG2583_1286; iEcolC_1368; iEcE24377_1341; iECP_1309; iECIAI39_1322; iEcHS_1320; iECS88_1305; iECDH10B_1368; iECs_1301; iECOK1_1307; iECED1_1282; iECIAI1_1343; iECH74115_1262; iECO26_1355; iECNA114_1301; iECO103_1326; iECO111_1330; iEC1356_Bl21DE3; iYS854; iEC1364_W; iEC1349_Crooks; iCN900; Recon3D; iEC1372_W3110; iEC1344_C; iEK1008; iCHOv1_DG44; iEC1368_DH5a; iCN718; iYS1720	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95913	EX_arab-L(e); EX_arab_DASH_L_LPAREN_e_RPAREN_; EX_arab_L; EX_arab_L(e); EX_arab_L[e]; EX_arab_L_LPAREN_e_RPAREN_; EX_arab_L_e; EX_arab_L_e_; EX_arab__L_e
EX_arbt_e	Arbutin exchange	arbt_e <-> 	iECSP_1301; iSbBS512_1146; iSBO_1134; iS_1188; iEKO11_1354; iETEC_1333; iNRG857_1313; iECW_1372; iECSE_1348; iUMN146_1321; iSFV_1184; iSDY_1059; iECUMN_1333; iSFxv_1172; iEcSMS35_1347; iECSF_1327; iSSON_1240; iG2583_1286; iLF82_1304; iWFL_1372; iML1515; iZ_1308; iUMNK88_1353; iY75_1357; iYO844; iUTI89_1310; iECDH1ME8569_1439; iAPECO1_1312; iECB_1328; iB21_1397; iEcDH1_1363; iBWG_1329; iECD_1391; iE2348C_1286; iECBD_1354; iECABU_c1320; iEC042_1314; iSF_1195; ic_1306; iEC55989_1330; iJO1366; iEC1368_DH5a; iCN900; iEC1364_W; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1372_W3110; iYS854; iEC1344_C; iECP_1309; iECED1_1282; iECs_1301; iECIAI39_1322; iEcE24377_1341; iECS88_1305; iECNA114_1301; iECO26_1355; iEcolC_1368; iECOK1_1307; iEcHS_1320; iECDH10B_1368; iECIAI1_1343; iECO111_1330; iECO103_1326; iECH74115_1262	RHEA: http://identifiers.org/rhea/35023; RHEA: http://identifiers.org/rhea/35024; RHEA: http://identifiers.org/rhea/35025; RHEA: http://identifiers.org/rhea/35026; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95933	EX_arbt_LPAREN_e_RPAREN_; EX_arbt_e; EX_arbt_e_
EX_arbtn_e	Aerobactin minus Fe3 exchange	arbtn_e <-> 	iECNA114_1301; iECs_1301; iECP_1309; iECO111_1330; iECS88_1305; iECED1_1282; iECH74115_1262; iEcE24377_1341; iECIAI39_1322; iECIAI1_1343; iECOK1_1307; iECO103_1326; iEcHS_1320; iECO26_1355; iEcolC_1368; iML1515; STM_v1_0; iUMNK88_1353; iUTI89_1310; iZ_1308; iWFL_1372; iY75_1357; iAF1260b; iYS1720; iSFxv_1172; iSBO_1134; iNRG857_1313; iLF82_1304; iSFV_1184; iSSON_1240; iG2583_1286; iECW_1372; iUMN146_1321; iSbBS512_1146; iETEC_1333; iECSF_1327; iEKO11_1354; iSDY_1059; iECSE_1348; iECSP_1301; iEcSMS35_1347; iECUMN_1333; iS_1188; iEC1344_C; iJN1463; iEC1368_DH5a; iEC1372_W3110; iEC1356_Bl21DE3; iEC1364_W; iEC1349_Crooks; iECABU_c1320; iECDH10B_1368; iSF_1195; iEC042_1314; iECBD_1354; iB21_1397; iEcDH1_1363; iAPECO1_1312; iAF1260; iECDH1ME8569_1439; iECD_1391; iEC55989_1330; iJO1366; iBWG_1329; iECB_1328; ic_1306; iE2348C_1286	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR142929	EX_arbtn_LPAREN_e_RPAREN_; EX_arbtn_e
EX_arbtn_fe3_e	Aerobactin exchange	arbtn_fe3_e <-> 	iBWG_1329; iECDH1ME8569_1439; iECABU_c1320; iEC55989_1330; iECDH10B_1368; iE2348C_1286; iSF_1195; iEcDH1_1363; iJO1366; iAPECO1_1312; iB21_1397; iECD_1391; ic_1306; iECBD_1354; iAF1260; iECB_1328; iEC042_1314; iYS1720; iECIAI39_1322; iECS88_1305; iEcHS_1320; iEcolC_1368; iECNA114_1301; iECH74115_1262; iECIAI1_1343; iECED1_1282; iEcE24377_1341; iECP_1309; iECOK1_1307; iECs_1301; iECO103_1326; iECO111_1330; iECO26_1355; iML1515; STM_v1_0; iWFL_1372; iY75_1357; iUMNK88_1353; iAF1260b; iUTI89_1310; iZ_1308; iEC1368_DH5a; iEC1364_W; iJN1463; iEC1344_C; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1372_W3110; iSFV_1184; iSSON_1240; iECW_1372; iECSE_1348; iSBO_1134; iEcSMS35_1347; iECUMN_1333; iECSP_1301; iG2583_1286; iSFxv_1172; iS_1188; iEKO11_1354; iETEC_1333; iSbBS512_1146; iUMN146_1321; iNRG857_1313; iLF82_1304; iSDY_1059; iECSF_1327	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR142930	EX_arbtn_DASH_fe3_LPAREN_e_RPAREN_; EX_arbtn__fe3_e; EX_arbtn_fe3_LPAREN_e_RPAREN_; EX_arbtn_fe3_e
EX_ascb__L_e	L-Ascorbate exchange	ascb__L_e <-> 	iAT_PLT_636; iML1515; iWFL_1372; iAF1260b; RECON1; iMM1415; iUTI89_1310; iYL1228; iAB_RBC_283; iZ_1308; iCHOv1; iY75_1357; STM_v1_0; iJO1366; iEC55989_1330; iB21_1397; iECDH10B_1368; iECABU_c1320; iAF1260; iAPECO1_1312; iEcDH1_1363; iECDH1ME8569_1439; iECBD_1354; iPC815; iE2348C_1286; ic_1306; iEC042_1314; iSF_1195; iECD_1391; iBWG_1329; iECB_1328; iG2583_1286; iS_1188; iECSE_1348; iSbBS512_1146; iUMNK88_1353; iECSP_1301; iEKO11_1354; iEcSMS35_1347; iECUMN_1333; iETEC_1333; iLF82_1304; iSDY_1059; iUMN146_1321; iECSF_1327; iSFV_1184; iECW_1372; iNRG857_1313; iSBO_1134; iSSON_1240; iSFxv_1172; iEcE24377_1341; iECS88_1305; iECIAI1_1343; iEcHS_1320; iECIAI39_1322; iECO103_1326; iECP_1309; iECs_1301; iECOK1_1307; iECNA114_1301; iECH74115_1262; iEcolC_1368; iECED1_1282; iECO111_1330; iECO26_1355; iEC1372_W3110; iCHOv1_DG44; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1349_Crooks; Recon3D; iYS854; iEC1364_W; iEC1344_C; iYS1720	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138070; SEED Reaction: http://identifiers.org/seed.reaction/rxn08159	EX_ascb_DASH_L_LPAREN_e_RPAREN_; EX_ascb_L[e]; EX_ascb_L_LPAREN_e_RPAREN_; EX_ascb_L_e; EX_ascb_L_e_; EX_ascb__L_e
