bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
ak2gchol_cho_c	ak2gchol_cho	1-alkyl 2-acylglycerol 3-phosphocholine	iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164030	ak2gchol_cho; ak2gchol_cho[c]
akgp_cho_c	akgp_cho	O-alkylglycerone phosphate(2-)	iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM165029	akgp_cho; akgp_cho[c]
alpa_cho_c	alpa_cho	Lysophosphatidic acid	iCHOv1; iCHOv1_DG44	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM163842	alpa_cho; alpa_cho[c]; alpa_cho_c
andrstndn_c	andrstndn	Androst-4-ene-3,17-dione	iCHOv1; iEK1008; Recon3D	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162523	andrstndn; andrstndn[c]; andrstndn_c
apppa_c	apppa	P1,P3-Bis(5'-adenosyl) triphosphate	iLB1027_lipid; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C06197; CHEBI: http://identifiers.org/chebi/CHEBI:12728; CHEBI: http://identifiers.org/chebi/CHEBI:21997; CHEBI: http://identifiers.org/chebi/CHEBI:27775; CHEBI: http://identifiers.org/chebi/CHEBI:58529; CHEBI: http://identifiers.org/chebi/CHEBI:7874; BioCyc: http://identifiers.org/biocyc/META:ADENOSINE5TRIPHOSPHO5ADENOSINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3683; InChI Key: https://identifiers.org/inchikey/QCICUPZZLIQAPA-XPWFQUROSA-K; SEED Compound: http://identifiers.org/seed.compound/cpd03705	apppa; apppa[c]; apppa_c
arachd_l	arachd	Arachidonic acid	iCHOv1; iCHOv1_DG44; Recon3D	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162250	arachd; arachd[l]; arachd_l
c101_3Ecoa_m	c101_3Ecoa	C10:1 fatty acyl-coa, derived from C18:1	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164608	c101_3Ecoa; c101_3Ecoa[m]; c101_3Ecoa_m
c101_4Zcoa_x	c101_4Zcoa	C10:1 fatty acyl-coa	iCHOv1; iCHOv1_DG44	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM163329	c101_4Zcoa; c101_4Zcoa[x]; c101_4Zcoa_x
c110coa_m	c110coa	C11:0 fatty acyl-coa	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164611	c110coa; c110coa[m]; c110coa_m
c11_trimethylcoa_x	c11_trimethylcoa	C11 (trimethyl) fatty acyl-coa	iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164610	c11_trimethylcoa; c11_trimethylcoa[x]
c122_3E_6Ecoa_m	c122_3E_6Ecoa	C12:2 fatty acyl-coa, derived from C18:2	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164612	c122_3E_6Ecoa; c122_3E_6Ecoa[m]; c122_3E_6Ecoa_m
c122_3Z_6Zcoa_x	c122_3Z_6Zcoa	C12:2 fatty acyl-coa, derived from C18:3	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM163331	c122_3Z_6Zcoa; c122_3Z_6Zcoa[x]; c122_3Z_6Zcoa_x
c130coa_m	c130coa	C13:0 fatty acyl-coa	iCHOv1; iCHOv1_DG44	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164614	c130coa; c130coa[m]; c130coa_m
c13_trimethylcoa_x	c13_trimethylcoa	C13 (trimethyl) fatty acyl-coa	iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164613	c13_trimethylcoa; c13_trimethylcoa[x]
c141_5Ecoa_m	c141_5Ecoa	C14:1 fatty acyl-coa, derived from C18:1	iCHOv1; iCHOv1_DG44	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162822	c141_5Ecoa; c141_5Ecoa[m]; c141_5Ecoa_m
c141_7Ecoa_m	c141_7Ecoa	C14:1 fatty acyl-coa, derived from C18:1	iCHOv1; iCHOv1_DG44	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162822	c141_7Ecoa; c141_7Ecoa[m]; c141_7Ecoa_m
c162_7E_10Ecoa_m	c162_7E_10Ecoa	C16:2 fatty acyl-coa, derived from C18:2	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM163333	c162_7E_10Ecoa; c162_7E_10Ecoa[m]; c162_7E_10Ecoa_m
c163_4Z_7Z_10Zcoa_m	c163_4Z_7Z_10Zcoa	C16:3 fatty acyl-coa, derived from C18:3	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162666	c163_4Z_7Z_10Zcoa; c163_4Z_7Z_10Zcoa[m]; c163_4Z_7Z_10Zcoa_m
c163_7Z_10Z_13Zcoa_m	c163_7Z_10Z_13Zcoa	C16:3 fatty acyl-coa, derived from C18:3	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162666	c163_7Z_10Z_13Zcoa; c163_7Z_10Z_13Zcoa[m]; c163_7Z_10Z_13Zcoa_m
c185_3Z_6Z_9Z_12Z_15Zcoa_m	c185_3Z_6Z_9Z_12Z_15Zcoa	C18:5 fatty acyl-coa, derived from C20:5	iCHOv1; iCHOv1_DG44	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM163335	c185_3Z_6Z_9Z_12Z_15Zcoa; c185_3Z_6Z_9Z_12Z_15Zcoa[m]; c185_3Z_6Z_9Z_12Z_15Zcoa_m
c221coa_x	c221coa	C22:1 fatty acyl-coa	iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM164621	c221coa; c221coa[x]
c4crn_m	c4crn	Butyryl carnitine	iCHOv1; iCHOv1_DG44; Recon3D	KEGG Compound: http://identifiers.org/kegg.compound/C02862; CHEBI: http://identifiers.org/chebi/CHEBI:21949; CHEBI: http://identifiers.org/chebi/CHEBI:7676; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02013; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62510; LipidMaps: http://identifiers.org/lipidmaps/LMFA07070003; LipidMaps: http://identifiers.org/lipidmaps/LMFA07070054; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM65151; InChI Key: https://identifiers.org/inchikey/QWYFHHGCZUCMBN-SECBINFHSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd01840	c4crn; c4crn[m]; c4crn_m
c6dc_c	c6dc	Adipoyl carnitine; 5-Carboxypentanoyl carnitine	iCHOv1_DG44; Recon3D; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162921	c6dc; c6dc[c]; c6dc_c
c6dc_x	c6dc	Adipoyl carnitine; 5-Carboxypentanoyl carnitine	Recon3D; iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162921	c6dc; c6dc[x]; c6dc_x
c81_5Zcoa_m	c81_5Zcoa	C8:1 fatty acyl-coa, derived from C18:3	iCHOv1_DG44; iCHOv1	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162938	c81_5Zcoa; c81_5Zcoa[m]; c81_5Zcoa_m
c8crn_c	c8crn	Octanoyl carnitine	iCHOv1; iCHOv1_DG44; Recon3D	CHEBI: http://identifiers.org/chebi/CHEBI:73039; InChI Key: https://identifiers.org/inchikey/CXTATJFJDMJMIY-UHFFFAOYSA-N; LipidMaps: http://identifiers.org/lipidmaps/LMFA07070095; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162768	c8crn; c8crn[c]; c8crn_c
c8crn_x	c8crn	Octanoyl carnitine	iCHOv1_DG44; Recon3D; iCHOv1	CHEBI: http://identifiers.org/chebi/CHEBI:73039; InChI Key: https://identifiers.org/inchikey/CXTATJFJDMJMIY-UHFFFAOYSA-N; LipidMaps: http://identifiers.org/lipidmaps/LMFA07070095; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM162768	c8crn; c8crn[x]; c8crn_x
carn_e	carn	L-Carnosine	iCHOv1; Recon3D; iCHOv1_DG44; iJN1463	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM114412; SEED Compound: http://identifiers.org/seed.compound/cpd15836	carn; carn[e]; carn_e
cbasp_e	cbasp	N-Carbamoyl-L-aspartate	iCHOv1; iCHOv1_DG44; Recon3D	Reactome Compound: http://identifiers.org/reactome/R-ALL-111628; KEGG Compound: http://identifiers.org/kegg.compound/C00438; CHEBI: http://identifiers.org/chebi/CHEBI:12496; CHEBI: http://identifiers.org/chebi/CHEBI:12593; CHEBI: http://identifiers.org/chebi/CHEBI:15859; CHEBI: http://identifiers.org/chebi/CHEBI:21687; CHEBI: http://identifiers.org/chebi/CHEBI:21688; CHEBI: http://identifiers.org/chebi/CHEBI:32814; CHEBI: http://identifiers.org/chebi/CHEBI:44316; CHEBI: http://identifiers.org/chebi/CHEBI:7257; InChI Key: https://identifiers.org/inchikey/HLKXYZVTANABHZ-REOHCLBHSA-L; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00828; BioCyc: http://identifiers.org/biocyc/META:CARBAMYUL-L-ASPARTATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM465; SEED Compound: http://identifiers.org/seed.compound/cpd00343	cbasp; cbasp[e]; cbasp_e
cdpchol_r	cdpchol	CDPcholine C14H25N4O11P2	iCHOv1; Recon3D	Reactome Compound: http://identifiers.org/reactome/R-ALL-1524060; KEGG Compound: http://identifiers.org/kegg.compound/C00307; CHEBI: http://identifiers.org/chebi/CHEBI:13268; CHEBI: http://identifiers.org/chebi/CHEBI:16436; CHEBI: http://identifiers.org/chebi/CHEBI:20867; CHEBI: http://identifiers.org/chebi/CHEBI:3268; CHEBI: http://identifiers.org/chebi/CHEBI:41440; CHEBI: http://identifiers.org/chebi/CHEBI:49086; CHEBI: http://identifiers.org/chebi/CHEBI:58779; KEGG Drug: http://identifiers.org/kegg.drug/D00057; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01413; BioCyc: http://identifiers.org/biocyc/META:CDP-CHOLINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM283; InChI Key: https://identifiers.org/inchikey/RZZPDXZPRHQOCG-OJAKKHQRSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00256	cdpchol; cdpchol[r]
chito2pdol_c	chito2pdol	N,N'-Diacetylchitobiosyldiphosphodolichol	iCHOv1_DG44; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C04537; CHEBI: http://identifiers.org/chebi/CHEBI:12427; CHEBI: http://identifiers.org/chebi/CHEBI:57269; KEGG Glycan: http://identifiers.org/kegg.glycan/G00002; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01196; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM63078	chito2pdol; chito2pdol[c]; chito2pdol_c
cholate_r	cholate	Cholate c	iCHOv1_DG44; Recon3D; iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-193451; InChI Key: https://identifiers.org/inchikey/BHQCQFFYRZLCQQ-OELDTZBJSA-M; KEGG Compound: http://identifiers.org/kegg.compound/C00695; CHEBI: http://identifiers.org/chebi/CHEBI:11895; CHEBI: http://identifiers.org/chebi/CHEBI:13978; CHEBI: http://identifiers.org/chebi/CHEBI:16359; CHEBI: http://identifiers.org/chebi/CHEBI:1694; CHEBI: http://identifiers.org/chebi/CHEBI:20216; CHEBI: http://identifiers.org/chebi/CHEBI:20223; CHEBI: http://identifiers.org/chebi/CHEBI:23168; CHEBI: http://identifiers.org/chebi/CHEBI:23210; CHEBI: http://identifiers.org/chebi/CHEBI:29077; CHEBI: http://identifiers.org/chebi/CHEBI:29747; CHEBI: http://identifiers.org/chebi/CHEBI:41494; CHEBI: http://identifiers.org/chebi/CHEBI:57748; KEGG Drug: http://identifiers.org/kegg.drug/D10699; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00619; LipidMaps: http://identifiers.org/lipidmaps/LMST04010001; BioCyc: http://identifiers.org/biocyc/META:CHOLATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM450; SEED Compound: http://identifiers.org/seed.compound/cpd00526	cholate; cholate[r]; cholate_r
cholate_x	cholate	Cholate c	iCHOv1; Recon3D	Reactome Compound: http://identifiers.org/reactome/R-ALL-193451; InChI Key: https://identifiers.org/inchikey/BHQCQFFYRZLCQQ-OELDTZBJSA-M; KEGG Compound: http://identifiers.org/kegg.compound/C00695; CHEBI: http://identifiers.org/chebi/CHEBI:11895; CHEBI: http://identifiers.org/chebi/CHEBI:13978; CHEBI: http://identifiers.org/chebi/CHEBI:16359; CHEBI: http://identifiers.org/chebi/CHEBI:1694; CHEBI: http://identifiers.org/chebi/CHEBI:20216; CHEBI: http://identifiers.org/chebi/CHEBI:20223; CHEBI: http://identifiers.org/chebi/CHEBI:23168; CHEBI: http://identifiers.org/chebi/CHEBI:23210; CHEBI: http://identifiers.org/chebi/CHEBI:29077; CHEBI: http://identifiers.org/chebi/CHEBI:29747; CHEBI: http://identifiers.org/chebi/CHEBI:41494; CHEBI: http://identifiers.org/chebi/CHEBI:57748; KEGG Drug: http://identifiers.org/kegg.drug/D10699; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00619; LipidMaps: http://identifiers.org/lipidmaps/LMST04010001; BioCyc: http://identifiers.org/biocyc/META:CHOLATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM450; SEED Compound: http://identifiers.org/seed.compound/cpd00526	cholate; cholate[x]
cl_x	cl	Chloride	iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-188972; Reactome Compound: http://identifiers.org/reactome/R-ALL-2730999; Reactome Compound: http://identifiers.org/reactome/R-ALL-2731008; Reactome Compound: http://identifiers.org/reactome/R-ALL-2731020; Reactome Compound: http://identifiers.org/reactome/R-ALL-29572; Reactome Compound: http://identifiers.org/reactome/R-ALL-3301973; Reactome Compound: http://identifiers.org/reactome/R-ALL-352022; KEGG Compound: http://identifiers.org/kegg.compound/C00698; KEGG Compound: http://identifiers.org/kegg.compound/C01327; CHEBI: http://identifiers.org/chebi/CHEBI:13291; CHEBI: http://identifiers.org/chebi/CHEBI:13364; CHEBI: http://identifiers.org/chebi/CHEBI:13970; CHEBI: http://identifiers.org/chebi/CHEBI:17883; CHEBI: http://identifiers.org/chebi/CHEBI:17996; CHEBI: http://identifiers.org/chebi/CHEBI:24635; CHEBI: http://identifiers.org/chebi/CHEBI:3616; CHEBI: http://identifiers.org/chebi/CHEBI:3731; CHEBI: http://identifiers.org/chebi/CHEBI:48804; CHEBI: http://identifiers.org/chebi/CHEBI:50315; CHEBI: http://identifiers.org/chebi/CHEBI:5590; KEGG Drug: http://identifiers.org/kegg.drug/D02057; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00492; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02073; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02162; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02306; BioCyc: http://identifiers.org/biocyc/META:CL-; BioCyc: http://identifiers.org/biocyc/META:HCL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM43; InChI Key: https://identifiers.org/inchikey/VEXZGXHMUGYJMC-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00099	cl; cl[x]
crm_cho_c	crm_cho	N-acylsphingosine	iCHOv1_DG44; iCN718; iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-1605673; Reactome Compound: http://identifiers.org/reactome/R-ALL-194377; Reactome Compound: http://identifiers.org/reactome/R-ALL-428256; Reactome Compound: http://identifiers.org/reactome/R-ALL-428270; Reactome Compound: http://identifiers.org/reactome/R-ALL-429807; KEGG Compound: http://identifiers.org/kegg.compound/C00195; CHEBI: http://identifiers.org/chebi/CHEBI:12487; CHEBI: http://identifiers.org/chebi/CHEBI:12586; CHEBI: http://identifiers.org/chebi/CHEBI:13954; CHEBI: http://identifiers.org/chebi/CHEBI:17761; CHEBI: http://identifiers.org/chebi/CHEBI:23074; CHEBI: http://identifiers.org/chebi/CHEBI:52573; CHEBI: http://identifiers.org/chebi/CHEBI:52639; CHEBI: http://identifiers.org/chebi/CHEBI:7242; LipidMaps: http://identifiers.org/lipidmaps/LMSP02010000; BioCyc: http://identifiers.org/biocyc/META:Ceramides; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM96425; SEED Compound: http://identifiers.org/seed.compound/cpd00167	crm_cho; crm_cho[c]; crm_cho_c
crm_cho_r	crm_cho	N-acylsphingosine	iCHOv1; iCHOv1_DG44	Reactome Compound: http://identifiers.org/reactome/R-ALL-1605673; Reactome Compound: http://identifiers.org/reactome/R-ALL-194377; Reactome Compound: http://identifiers.org/reactome/R-ALL-428256; Reactome Compound: http://identifiers.org/reactome/R-ALL-428270; Reactome Compound: http://identifiers.org/reactome/R-ALL-429807; KEGG Compound: http://identifiers.org/kegg.compound/C00195; CHEBI: http://identifiers.org/chebi/CHEBI:12487; CHEBI: http://identifiers.org/chebi/CHEBI:12586; CHEBI: http://identifiers.org/chebi/CHEBI:13954; CHEBI: http://identifiers.org/chebi/CHEBI:17761; CHEBI: http://identifiers.org/chebi/CHEBI:23074; CHEBI: http://identifiers.org/chebi/CHEBI:52573; CHEBI: http://identifiers.org/chebi/CHEBI:52639; CHEBI: http://identifiers.org/chebi/CHEBI:7242; LipidMaps: http://identifiers.org/lipidmaps/LMSP02010000; BioCyc: http://identifiers.org/biocyc/META:Ceramides; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM96425; SEED Compound: http://identifiers.org/seed.compound/cpd00167	crm_cho; crm_cho[r]; crm_cho_r
crmp_cho_e	crmp_cho	Ceramide 1-phosphate(2-)	iCHOv1_DG44; iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-1638840; Reactome Compound: http://identifiers.org/reactome/R-ALL-5339515; KEGG Compound: http://identifiers.org/kegg.compound/C02960; CHEBI: http://identifiers.org/chebi/CHEBI:13955; CHEBI: http://identifiers.org/chebi/CHEBI:13956; CHEBI: http://identifiers.org/chebi/CHEBI:16197; CHEBI: http://identifiers.org/chebi/CHEBI:23067; CHEBI: http://identifiers.org/chebi/CHEBI:3548; CHEBI: http://identifiers.org/chebi/CHEBI:57674; CHEBI: http://identifiers.org/chebi/CHEBI:84404; LipidMaps: http://identifiers.org/lipidmaps/LMSP02050000; BioCyc: http://identifiers.org/biocyc/META:CPD-502; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM972; SEED Compound: http://identifiers.org/seed.compound/cpd01899	crmp_cho; crmp_cho[e]; crmp_cho_e
cysam_e	cysam	Cysteamine C2H8NS	Recon3D; iCHOv1_DG44; iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-6814151; KEGG Compound: http://identifiers.org/kegg.compound/C01678; CHEBI: http://identifiers.org/chebi/CHEBI:14060; CHEBI: http://identifiers.org/chebi/CHEBI:15235; CHEBI: http://identifiers.org/chebi/CHEBI:17141; CHEBI: http://identifiers.org/chebi/CHEBI:23506; CHEBI: http://identifiers.org/chebi/CHEBI:4049; CHEBI: http://identifiers.org/chebi/CHEBI:41923; CHEBI: http://identifiers.org/chebi/CHEBI:58029; KEGG Drug: http://identifiers.org/kegg.drug/D03634; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02991; Human Metabolome Database: http://identifiers.org/hmdb/HMDB60150; BioCyc: http://identifiers.org/biocyc/META:CPD-239; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1226; InChI Key: https://identifiers.org/inchikey/UFULAYFCSOUIOV-UHFFFAOYSA-O; SEED Compound: http://identifiers.org/seed.compound/cpd01160	cysam; cysam[e]; cysam_e
dchac_c	dchac	Deoxycholate	Recon3D; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C04483; CHEBI: http://identifiers.org/chebi/CHEBI:1687; CHEBI: http://identifiers.org/chebi/CHEBI:23614; CHEBI: http://identifiers.org/chebi/CHEBI:23616; CHEBI: http://identifiers.org/chebi/CHEBI:28834; CHEBI: http://identifiers.org/chebi/CHEBI:42317; KEGG Drug: http://identifiers.org/kegg.drug/D10781; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00626; InChI Key: https://identifiers.org/inchikey/KXGVEGMKQFWNSR-LLQZFEROSA-M; LipidMaps: http://identifiers.org/lipidmaps/LMST04010040; BioCyc: http://identifiers.org/biocyc/META:DEOXYCHOLATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM57907; SEED Compound: http://identifiers.org/seed.compound/cpd02733	dchac; dchac[c]
dchac_r	dchac	Deoxycholate	Recon3D; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C04483; CHEBI: http://identifiers.org/chebi/CHEBI:1687; CHEBI: http://identifiers.org/chebi/CHEBI:23614; CHEBI: http://identifiers.org/chebi/CHEBI:23616; CHEBI: http://identifiers.org/chebi/CHEBI:28834; CHEBI: http://identifiers.org/chebi/CHEBI:42317; KEGG Drug: http://identifiers.org/kegg.drug/D10781; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00626; InChI Key: https://identifiers.org/inchikey/KXGVEGMKQFWNSR-LLQZFEROSA-M; LipidMaps: http://identifiers.org/lipidmaps/LMST04010040; BioCyc: http://identifiers.org/biocyc/META:DEOXYCHOLATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM57907; SEED Compound: http://identifiers.org/seed.compound/cpd02733	dchac; dchac[r]
dgtp_e	dgtp	DGTP C10H12N5O13P3	iCHOv1_DG44; Recon3D; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C00286; CHEBI: http://identifiers.org/chebi/CHEBI:10497; CHEBI: http://identifiers.org/chebi/CHEBI:14076; CHEBI: http://identifiers.org/chebi/CHEBI:16497; CHEBI: http://identifiers.org/chebi/CHEBI:19247; CHEBI: http://identifiers.org/chebi/CHEBI:57794; CHEBI: http://identifiers.org/chebi/CHEBI:61429; InChI Key: https://identifiers.org/inchikey/HAAZLUGHYHWQIW-KVQBGUIXSA-J; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01440; BioCyc: http://identifiers.org/biocyc/META:DGTP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM344; SEED Compound: http://identifiers.org/seed.compound/cpd00241	dgtp; dgtp[e]; dgtp_e
dhea_m	dhea	Dehydroepiandrosterone	iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-1609650; Reactome Compound: http://identifiers.org/reactome/R-ALL-176626; KEGG Compound: http://identifiers.org/kegg.compound/C01227; CHEBI: http://identifiers.org/chebi/CHEBI:11911; CHEBI: http://identifiers.org/chebi/CHEBI:1723; CHEBI: http://identifiers.org/chebi/CHEBI:20246; CHEBI: http://identifiers.org/chebi/CHEBI:28689; CHEBI: http://identifiers.org/chebi/CHEBI:40738; CHEBI: http://identifiers.org/chebi/CHEBI:86953; CHEBI: http://identifiers.org/chebi/CHEBI:93823; KEGG Drug: http://identifiers.org/kegg.drug/D08409; InChI Key: https://identifiers.org/inchikey/FMGSKLZLMKYGDP-USOAJAOKSA-N; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00077; LipidMaps: http://identifiers.org/lipidmaps/LMST02020021; BioCyc: http://identifiers.org/biocyc/META:3-BETA-HYDROXYANDROST-5-EN-17-ONE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM375; SEED Compound: http://identifiers.org/seed.compound/cpd00904	dhea; dhea[m]
digalsgalside_cho_e	digalsgalside_cho	Digalactosylceramidesulfate	iCHOv1_DG44; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C06127; CHEBI: http://identifiers.org/chebi/CHEBI:23718; CHEBI: http://identifiers.org/chebi/CHEBI:28848; CHEBI: http://identifiers.org/chebi/CHEBI:4541; KEGG Glycan: http://identifiers.org/kegg.glycan/G10524; BioCyc: http://identifiers.org/biocyc/META:Digalactosylceramide-sulfate; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5718; SEED Compound: http://identifiers.org/seed.compound/cpd12831	digalsgalside_cho; digalsgalside_cho[e]; digalsgalside_cho_e
digalside_cho_c	digalside_cho	Digalactosylceramide	iCHOv1_DG44; iCHOv1	KEGG Compound: http://identifiers.org/kegg.compound/C06126; CHEBI: http://identifiers.org/chebi/CHEBI:23717; CHEBI: http://identifiers.org/chebi/CHEBI:28811; CHEBI: http://identifiers.org/chebi/CHEBI:4540; KEGG Glycan: http://identifiers.org/kegg.glycan/G00497; BioCyc: http://identifiers.org/biocyc/META:Digalactosylceramides; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1921; SEED Compound: http://identifiers.org/seed.compound/cpd03652	digalside_cho; digalside_cho[c]; digalside_cho_c
dmarg_c	dmarg	Dimethylarginine	iCHOv1	CHEBI: http://identifiers.org/chebi/CHEBI:133775; CHEBI: http://identifiers.org/chebi/CHEBI:86468; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM155429	dmarg; dmarg[c]
docoscoa_m	docoscoa	Docosanoyl Coenzyme A	Recon3D; iCHOv1	Reactome Compound: http://identifiers.org/reactome/R-ALL-5695963; KEGG Compound: http://identifiers.org/kegg.compound/C16528; CHEBI: http://identifiers.org/chebi/CHEBI:65059; CHEBI: http://identifiers.org/chebi/CHEBI:65088; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12930; LipidMaps: http://identifiers.org/lipidmaps/LMFA07050289; BioCyc: http://identifiers.org/biocyc/META:CPD-10279; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM10780; InChI Key: https://identifiers.org/inchikey/NDDZLVOCGALPLR-GNSUAQHMSA-J; SEED Compound: http://identifiers.org/seed.compound/cpd16343	docoscoa; docoscoa[m]
dolichol_r	dolichol	Dolichol C15H28O	iCHOv1; iCHOv1_DG44	Reactome Compound: http://identifiers.org/reactome/R-ALL-449221; KEGG Compound: http://identifiers.org/kegg.compound/C00381; CHEBI: http://identifiers.org/chebi/CHEBI:14190; CHEBI: http://identifiers.org/chebi/CHEBI:16091; CHEBI: http://identifiers.org/chebi/CHEBI:23877; CHEBI: http://identifiers.org/chebi/CHEBI:4686; CHEBI: http://identifiers.org/chebi/CHEBI:57636; CHEBI: http://identifiers.org/chebi/CHEBI:67131; BioCyc: http://identifiers.org/biocyc/META:CPD-17840; BioCyc: http://identifiers.org/biocyc/META:DOLICHOL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM797; SEED Compound: http://identifiers.org/seed.compound/cpd11662	dolichol; dolichol[r]; dolichol_r
